0.0 0.000000 0.0 0.0
0.6 0.067140 0.0 0.0
1.2 0.134280 0.0 0.0
1.8 0.201420 0.0 0.0
2.4 0.268561 0.0 0.0
3.1 0.335701 0.0 0.0
3.7 0.402841 0.0 0.0
4.3 0.469981 0.0 0.0
4.9 0.537121 0.0 0.0
5.5 0.604261 0.0 0.0
6.1 0.671402 0.0 0.0
6.7 0.738542 0.0 0.0
7.3 0.805682 0.0 0.0
8.0 0.872822 0.0 0.0
8.6 0.939962 0.0 0.0
9.2 1.007102 0.0 0.0
9.8 1.074243 0.0 0.0
10.4 1.141383 0.0 0.0
11.0 1.208523 0.0 0.0
11.6 1.275663 0.0 0.0
12.2 1.342803 0.0 0.0
12.9 1.409935 0.0 0.0
13.5 1.476877 0.0 0.0
14.1 1.541555 0.0 0.0
14.7 1.591627 0.0 0.0
15.3 1.591595 0.0 0.0
15.9 1.506125 0.0 0.0
16.5 1.367649 0.0 0.0
17.1 1.259355 0.0 0.0
17.8 1.212918 0.0 0.0
18.4 1.201678 0.0 0.0
19.0 1.200128 0.0 0.0
19.6 1.200006 0.0 0.0
20.2 1.200000 0.0 0.0
20.8 1.200000 0.0 0.0
21.4 1.200000 0.0 0.0
22.0 1.200000 0.0 0.0
22.7 1.200000 0.0 0.0
23.3 1.200000 0.0 0.0
23.9 1.200000 0.0 0.0
24.5 1.200000 0.0 0.0
25.1 1.200000 0.0 0.0
25.7 1.200000 0.0 0.0
26.3 1.200000 0.0 0.0
26.9 1.200000 0.0 0.0
27.6 1.200000 0.0 0.0
28.2 1.200000 0.0 0.0
28.8 1.200000 0.0 0.0
29.4 1.200000 0.0 0.0
30.0 1.200000 0.0 0.0
